행정동_코드,총_매출,총_직원수,카페_수,m²당_평균_가격,행정동_코드명,매출,직원수,카페수,가격,수요점수,경쟁점수,비용점수,매력도점수
1150054000,3433627526,9881,1343,588.7791525,화곡제1동,0.0933796003,0.0477058851,0.516796875,0.0695430225,7.05427427,48.3203125,93.04569775,45.23151278
1117068500,4014410013,21746,449,2179.787824,한남동,0.109183847,0.109702635,0.167578125,0.474926477,10.94432409,83.2421875,52.50735227,45.10259157
1171064100,378235612,7481,829,1275.306379,문정1동,0.0102363101,0.0351654553,0.316015625,0.244467763,2.270088269,68.3984375,75.5532237,44.09353367
1120065000,1341763253,14291,532,1906.220778,성수1가제1동,0.0364558134,0.0707489249,0.2,0.405222549,5.360236914,80,59.47774511,43.9874183
1135062400,1523831708,4478,1262,672.3134952,중계4동,0.0414102581,0.0194742425,0.48515625,0.0908272814,3.044225028,51.484375,90.91727186,43.93818407
1111058000,312306993,7886,105,2421.415382,교남동,0.00844226125,0.0372816528,0.033203125,0.536492335,2.286195704,96.6796875,46.35076646,43.82361447
1174064000,1630638823,20271,969,1366.11646,성내제1동,0.0443166921,0.101995496,0.370703125,0.267605854,7.315609399,62.9296875,73.23941455,43.77697438
1114061500,1178646108,22393,764,1705.427155,신당동,0.0320170714,0.113083326,0.290625,0.354061035,7.255019869,70.9375,64.59389652,43.5614269
1153052000,92715966,2873,1365,603.9751702,구로제1동,0.00246675271,0.01108783,0.525390625,0.0734149148,0.677729137,47.4609375,92.65850852,42.30692546
1171056100,1441904555,8116,627,1929.504226,방이1동,0.0391808573,0.038483444,0.237109375,0.41115509,3.883215067,76.2890625,58.88449098,42.10535207
1117056000,1223169633,9837,183,2640.31598,원효로제1동,0.0332286451,0.0474759772,0.063671875,0.592267444,4.035231117,93.6328125,40.77325565,41.93591289
1162052500,1829860477,7388,1629,510.0002007,보라매동,0.0497379095,0.0346795136,0.628515625,0.0494704207,4.220871156,37.1484375,95.05295793,41.34876709
1147051000,4780198096,21226,1454,1224.626179,목1동,0.130022463,0.106985542,0.56015625,0.231554625,11.85040027,43.984375,76.84453752,40.98883386
1121582000,479977822,9692,904,1611.330663,자양제1동,0.013004918,0.0467183263,0.3453125,0.330085577,2.986162211,65.46875,66.99144227,40.93252256
1144063000,1677260221,6711,1138,1314.426042,신수동,0.045585353,0.0311420674,0.43671875,0.254435316,3.836371022,56.328125,74.55646836,40.79992642
1120067000,2539631440,17197,694,2230.371674,성수2가제1동,0.0690521889,0.0859332954,0.26328125,0.487815066,7.749274213,73.671875,51.21849344,40.56682022
1117059000,202882929,2188,55,2901.078475,용문동,0.00546461486,0.00750858236,0.013671875,0.658708817,0.648659861,98.6328125,34.12911833,40.08804319
1162064500,3534757110,7993,1836,532.581051,서원동,0.0961315374,0.037840747,0.709375,0.0552239425,6.698614219,29.0625,94.47760575,39.74147741
