행정동_코드,총_매출,총_직원수,카페_수,m²당_평균_가격,행정동_코드명,매출,직원수,카페수,가격,수요점수,경쟁점수,비용점수,매력도점수
1168052100,6685719829,48274,1543,1778.833819,논현1동,0.181875499,0.248316186,0.594921875,0.372764797,21.50958426,40.5078125,62.72352034,39.57323356
1171069000,214327601,1853,476,2413.233968,잠실4동,0.00577604714,0.00575814736,0.178125,0.53440774,0.576709725,82.1875,46.55922603,38.8547017
1117063000,688489445,4122,140,3360.672666,이촌제1동,0.0186789339,0.0176140787,0.046875,0.775811812,1.81465063,95.3125,22.41881879,36.04525589
1120064500,381687541,4841,127,3387.563468,옥수동,0.0103302439,0.0213709825,0.041796875,0.782663494,1.585061321,95.8203125,21.73365056,35.90021345
1168067000,671863041,11592,199,3460.719211,개포2동,0.0182264964,0.0566461665,0.069921875,0.801303322,3.743633145,93.0078125,19.86966777,35.36069734
1171065000,5546112095,24029,1054,2731.642851,잠실본동,0.150864506,0.121631719,0.40390625,0.615537211,13.62481127,59.609375,38.44627886,34.86662067
1117069000,50874609,4809,46,3832.861059,서빙고동,0.00132816617,0.0212037768,0.01015625,0.896123766,1.126597147,98.984375,10.38762339,33.26223838
1141052000,246172191,3568,118,4136.337284,천연동,0.00664260176,0.0147193295,0.03828125,0.973448449,1.068096563,96.171875,2.655155145,30.07534767
1117070000,240227718,1400,75,4240.544173,보광동,0.00648084083,0.00339114123,0.021484375,1,0.493599103,97.8515625,0,29.55290839
1168060000,4025833820,7565,1596,2497.127713,대치1동,0.109494711,0.0356043703,0.615625,0.555783573,7.25495408,38.4375,44.4216427,27.75972444
1165055000,2066483,751,1474,2508.540909,반포본동,0,0,0.56796875,0.558691615,0,43.203125,44.13083847,26.20018904
1138063100,1315276983,5324,1926,2207.042938,신사제1동,0.0357350693,0.023894744,0.74453125,0.481870985,2.981490663,25.546875,51.81290149,24.40052921
