행정동명,저가카페_매장수,전체_카페수,저가카페_비율(%),감성커피,더벤티,더카페,디저트39,만랩커피,매머드커피,메가커피,바나프레소,벤티프레소,봄봄,빽다방,셀렉토,영커피,요거프레소,우지커피,이디야,쥬씨,카페게이트,카페인중독,커피베이,커피사피엔스,커피에반하다,컴포즈커피,텐퍼센트,토프레소,하삼동
가락본동,18,375.0,4.8,1,2,1,0,1,2,4,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0
흑석동,13,271.0,4.8,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,1,1,0
여의동,68,1426.0,4.77,1,2,5,1,1,15,8,2,1,0,5,0,0,0,1,11,3,0,0,1,3,0,6,2,0,0
무악동,2,42.0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
목3동,9,190.0,4.74,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
북가좌2동,10,211.0,4.74,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0
장위1동,5,106.0,4.72,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
면목본동,14,298.0,4.7,0,2,0,0,0,1,2,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,1,0,1,0
망원2동,10,213.0,4.69,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0
송천동,13,278.0,4.68,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,3,1,0,0,3,0,0,1,0,0,0
북아현동,5,107.0,4.67,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
남영동,14,300.0,4.67,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0
서초3동,41,879.0,4.66,0,0,1,0,2,8,8,1,0,0,2,0,1,4,0,8,1,0,0,0,0,1,2,2,0,0
둔촌2동,12,258.0,4.65,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0
전농2동,4,86.0,4.65,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
이화동,12,258.0,4.65,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,0,0,0
개봉3동,5,108.0,4.63,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
신정6동,4,87.0,4.6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
공항동,11,239.0,4.6,0,1,2,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
목1동,31,679.0,4.57,0,4,2,0,0,3,6,1,0,0,2,0,0,0,0,5,1,0,0,1,0,1,2,1,2,0
송파2동,8,176.0,4.55,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
원효로2동,4,88.0,4.55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
노량진1동,17,374.0,4.55,0,1,1,0,0,0,5,0,0,0,1,0,0,1,0,6,0,0,0,1,0,0,1,0,0,0
중곡3동,8,176.0,4.55,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0
개포2동,6,134.0,4.48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
영등포본동,10,224.0,4.46,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0
묵2동,6,135.0,4.44,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
난향동,2,45.0,4.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
우이동,7,158.0,4.43,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
응암2동,3,68.0,4.41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
신정2동,7,159.0,4.4,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
구로2동,15,342.0,4.39,0,0,1,0,0,2,2,0,0,0,1,0,0,0,1,3,0,0,0,3,0,0,1,0,1,0
도곡2동,14,320.0,4.38,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,1,1
성내2동,13,300.0,4.33,0,1,0,1,0,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
구산동,5,116.0,4.31,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
자양1동,8,186.0,4.3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0
성산1동,9,210.0,4.29,0,0,0,1,0,1,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
신당동,14,327.0,4.28,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,3,0,0,0
가락1동,4,94.0,4.26,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
미아동,12,282.0,4.26,0,0,2,0,0,1,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0
대림1동,5,118.0,4.24,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
동선동,19,450.0,4.22,2,2,0,1,0,2,4,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0
논현2동,36,857.0,4.2,0,1,0,1,0,5,5,1,0,0,1,0,0,0,0,13,2,0,0,2,0,0,3,1,1,0
황학동,7,167.0,4.19,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
한강로동,30,721.0,4.16,1,1,0,1,0,6,5,0,0,0,4,0,0,1,0,5,1,0,0,1,0,0,3,1,0,0
낙성대동,9,219.0,4.11,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0
천호2동,27,660.0,4.09,1,2,3,0,0,0,7,0,0,0,1,0,0,0,1,4,0,0,0,3,0,0,4,1,0,0
신원동,4,98.0,4.08,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
잠실2동,6,148.0,4.05,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
용답동,7,173.0,4.05,0,0,0,0,0,1,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
내곡동,4,99.0,4.04,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
성내3동,15,372.0,4.03,0,2,1,0,0,0,1,0,0,0,2,0,0,1,0,2,1,0,0,2,0,0,2,1,0,0
홍제3동,5,125.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
혜화동,16,401.0,3.99,0,0,0,1,0,2,5,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0
공덕동,12,302.0,3.97,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,2,0
상계2동,18,454.0,3.96,1,2,1,2,0,1,3,0,0,0,2,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0
방화2동,11,278.0,3.96,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0
대림3동,7,178.0,3.93,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0
신대방2동,9,229.0,3.93,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
휘경2동,4,102.0,3.92,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
청파동,12,306.0,3.92,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0
행운동,9,230.0,3.91,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0
시흥3동,3,77.0,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
성북동,7,180.0,3.89,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
화곡1동,15,387.0,3.88,0,2,0,0,0,0,4,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,3,0,0,0
금호4가동,3,78.0,3.85,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이태원1동,8,208.0,3.85,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
신정4동,16,417.0,3.84,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,6,0,0,1,1,0,1,2,1,0,0
구로4동,8,209.0,3.83,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
잠실6동,16,420.0,3.81,0,1,0,0,0,2,3,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,3,1,0,0
사당4동,3,79.0,3.8,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
구의2동,6,159.0,3.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
역삼1동,76,2015.0,3.77,0,3,1,3,0,10,18,1,0,0,5,2,1,3,2,15,1,1,1,1,0,0,3,3,2,0
오륜동,4,106.0,3.77,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
반포3동,5,133.0,3.76,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
반포1동,11,295.0,3.73,0,0,0,0,0,2,4,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
삼성2동,20,537.0,3.72,0,0,0,0,1,5,5,1,0,0,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,0
화양동,21,568.0,3.7,0,0,0,0,0,5,6,1,0,0,2,0,0,0,1,3,0,0,1,0,0,1,1,0,0,0
도봉2동,8,217.0,3.69,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0
중곡4동,6,163.0,3.68,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
창신1동,6,163.0,3.68,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
홍은2동,7,191.0,3.66,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
대치2동,24,656.0,3.66,0,0,0,0,1,3,6,3,1,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,1,2
방배본동,13,356.0,3.65,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,1,0
창1동,4,110.0,3.64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
논현1동,25,686.0,3.64,1,0,0,3,0,3,7,1,0,0,0,1,0,0,0,4,1,1,1,0,0,0,1,1,0,0
신촌동,47,1302.0,3.61,0,2,0,2,0,3,9,1,0,2,5,0,1,1,2,8,2,1,1,1,0,0,3,3,0,0
중곡1동,7,197.0,3.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0
가락2동,8,226.0,3.54,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0
효창동,2,57.0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
사직동,21,599.0,3.51,0,0,0,0,1,2,4,0,1,0,3,0,0,1,0,4,1,0,0,1,1,1,1,0,0,0
월계3동,3,86.0,3.49,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
양재2동,23,661.0,3.48,0,0,1,0,0,4,4,0,0,0,2,1,0,0,0,6,0,0,1,0,1,0,2,1,0,0
인수동,5,144.0,3.47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
길음2동,11,319.0,3.45,0,0,2,0,0,1,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
불광2동,3,87.0,3.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
잠원동,11,320.0,3.44,0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0
문정1동,5,146.0,3.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
신월1동,5,146.0,3.42,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
방배2동,9,263.0,3.42,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
도곡1동,7,205.0,3.41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
청구동,2,59.0,3.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
신월2동,3,90.0,3.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
조원동,7,213.0,3.29,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
번1동,7,215.0,3.26,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
충현동,9,276.0,3.26,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
광희동,20,617.0,3.24,1,0,0,0,0,4,2,0,0,0,3,1,0,0,0,4,1,0,1,0,0,0,3,0,0,0
금호1가동,2,62.0,3.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
거여1동,2,62.0,3.23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
신길3동,3,93.0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
가회동,6,188.0,3.19,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
상도3동,4,126.0,3.17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
망원1동,11,348.0,3.16,0,1,0,0,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
염리동,4,127.0,3.15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
을지로동,16,511.0,3.13,0,1,0,0,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1,1,0
종로1·2·3·4가동,48,1538.0,3.12,0,1,3,1,0,4,11,1,0,1,4,0,0,0,0,12,1,1,0,3,1,0,3,1,0,0
신사2동,2,65.0,3.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
명동,43,1394.0,3.08,0,2,1,0,2,5,10,1,0,1,0,0,0,0,1,11,2,0,0,1,0,0,4,0,2,0
옥수동,4,130.0,3.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
오금동,8,262.0,3.05,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
홍제1동,5,164.0,3.05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
장위2동,5,165.0,3.03,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
서강동,15,496.0,3.02,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,1,2,0,0,0,2,0,0,1,0
수유1동,4,133.0,3.01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
중림동,8,266.0,3.01,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
사당2동,10,332.0,3.01,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0
용산2가동,4,134.0,2.99,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청량리동,5,168.0,2.98,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
자양4동,9,308.0,2.92,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
답십리2동,8,274.0,2.92,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
보문동,4,137.0,2.92,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
번2동,1,35.0,2.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
돈암1동,1,35.0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
일원1동,4,140.0,2.86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
방학2동,3,105.0,2.86,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
독산3동,5,175.0,2.86,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
이촌1동,3,106.0,2.83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
망우3동,2,72.0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
마장동,3,109.0,2.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
반포2동,2,73.0,2.74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
제기동,7,256.0,2.73,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
광장동,6,223.0,2.69,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
삼선동,8,299.0,2.68,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
사당1동,7,261.0,2.68,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
화곡2동,2,76.0,2.63,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
보광동,2,76.0,2.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
회기동,8,308.0,2.6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
송파1동,9,355.0,2.54,1,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
왕십리2동,2,79.0,2.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
성수2가1동,7,278.0,2.52,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
신길4동,1,40.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대치1동,8,326.0,2.45,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
소공동,21,865.0,2.43,0,0,0,0,1,4,4,1,0,0,0,1,0,0,1,4,0,1,0,0,1,0,2,1,0,0
삼성1동,47,1956.0,2.4,1,1,1,1,2,7,8,1,1,2,2,1,0,0,2,6,1,0,0,2,1,0,1,3,3,0
회현동,22,921.0,2.39,0,2,0,0,0,4,4,0,1,0,1,1,0,0,1,5,0,1,0,0,0,0,2,0,0,0
후암동,3,128.0,2.34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
장충동,3,129.0,2.33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
가리봉동,3,134.0,2.24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
평창동,3,135.0,2.22,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
다산동,3,136.0,2.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
개포4동,8,367.0,2.18,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
풍납2동,3,140.0,2.14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
중화1동,2,96.0,2.08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서교동,55,2645.0,2.08,0,0,1,2,1,5,12,1,1,1,3,0,0,1,1,8,3,2,0,1,2,1,5,1,3,0
방배4동,7,341.0,2.05,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청담동,13,636.0,2.04,0,0,2,1,0,1,2,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
한남동,9,454.0,1.98,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0
합정동,9,483.0,1.86,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
반포4동,17,1007.0,1.69,0,0,0,0,0,0,2,0,0,0,4,0,0,0,1,5,1,0,0,1,0,0,2,1,0,0
청림동,1,60.0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
갈현2동,4,240.0,1.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
부암동,2,121.0,1.65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
송정동,1,71.0,1.41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
방배3동,2,143.0,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
신수동,2,144.0,1.39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
압구정동,17,1245.0,1.37,0,1,0,0,1,1,4,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,0,1
연희동,7,519.0,1.35,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
성현동,1,80.0,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신사동,17,1469.0,1.16,0,0,1,1,0,0,6,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,2,0,0,0
반포본동,1,106.0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
삼청동,2,270.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
연남동,4,582.0,0.69,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
잠실3동,3,439.0,0.68,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이태원2동,1,170.0,0.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
